"NUTS_ID","cropland","livestock","waterstress","population"
"ITH4",0.119716074161445,0.0939000239705386,0.0256277005864087,0.0211305497758996
"ITH5",0.12629131285933,0.119501450477618,0.0920214226044341,0.0264565829820983
"ITI1",0.0754985907807152,0.00990816734870587,0.0665892485071937,0.0216034611934024
"ITI2",0.116914825580403,0.0482984126336137,0.077855559329008,0.0138274877286082
"ITI3",0.12932308757074,0.0767686884314933,0.0660841306605113,0.02187906406859
"ITI4",0.0824053990495193,0.0273775123280079,0.0752963585350688,0.0451334756575383
"LI00",0.0212121313652969,0.0595897386443001,0.0155741635907482,NA
"LT01",0.0768699033255972,0.0430639113601205,0.037076844724524,0.0109627995115215
"LT02",0.102828378190921,0.0195025032732773,0.0919853989332856,0.00473683665867148
"LU00",0.0737091923808434,0.0200407423928355,0.0278200831846812,0.0298578339437534
"LV00",0.0479748991930868,0.00920167505622943,0.0407166778604715,0.0037532335039716
"ME00",0.0179929629697234,0.0127537552197801,0.0117123153523401,0.00567935008001364
"MK00",0.0589457226397085,0.0211703175813396,0.0634701882608647,0.0106634689762909
"MT00",0.160589851125215,0.209171964570708,0.031578977511695,0.198144967696487
"NL11",0.172026894099955,0.335531738645681,0.237517022894293,0.0327476035411585
"NL12",0.0378843065406481,0.206800620222051,0.100927056270314,0.0217178025326833
"NL13",0.143523967359809,0.54988576311452,0.251051420629782,0.0246299083197431
"NL21",0.0557776250260362,0.568348217621491,0.150297446560385,0.0454115482175008
"NL22",0.0566958577627441,0.566445267425562,0.0835366463915294,0.0539499362458882
"NL23",0.0928581700108935,0.143775820150792,0.037298863505589,0.0226574853847811
"NL31",0.0387109270114849,0.478871360284296,0.02465566430478,0.120164501705126
"NL32",0.0486597854709471,0.0624796769982009,0.0718613113143334,0.111479003854605
"NL33",0.0673751071691633,0.0793235425366203,0.0229307508856969,0.152443616779297
"NL34",0.192426864191583,0.121228953308846,0.0738491786246063,0.0265916924552415
"NL41",0.0862478517895549,1,0.0942350227040007,0.0669868155666014
"NL42",0.139374725995451,0.972503190267943,0.0636735047384112,0.0687633524255098
"NO02",0.00650603203878998,0.00635661185408302,0.00310731862957051,0.000581237244377684
"NO06",0.00381377837760707,0.00920020370922902,0.00136196664339062,0.00108391648789731
"NO07",0.000106742898060966,0.000339441009854242,0.00151667979592983,0.000160722053443536
"NO08",0.0253831739164145,0.0155088346521612,0.0112909462546659,0.0102373464769412
"NO09",0.00480150856231064,0.00414308978743302,0.0030406028940133,0.00252568069086157
"NO0A",0.00130175714478155,0.0068708724388077,0.00188324405691439,0.00284033518847744
"NO0B",0,0,3.70915915767404e-05,NA
