"NUTS_ID","cropland","livestock","population","waterstress"
"DE711",0.18275695044436,5524.07198660714,2723.18140382145,0.167539749826704
"DE712",0.402355552640057,4561.79119318182,4766.14353810464,0.547501477328214
"DE713",0.213855111083825,3933.42358398438,14891.9477332277,0.547501444816589
"DE714",0.288412696473943,4653.40538194444,2913.09100541039,0.14559276898702
"DE715",0.137636997675233,5494.765625,930.514558911154,0.25245454788208
"DE716",0.285971385217821,6391.385,979.02335692106,0.334722900390625
"DE717",0.224439076794062,6012.44270833333,1594.37150394542,0.165007591247559
"DE718",0.314731390946,5082.53955078125,1511.0602486653,0.418316543102264
"DE719",0.235467753218561,6839.81321022727,530.375232022567,0.530431834134189
"DE71A",0.321575933619979,4616.90657552083,3651.32365055047,0.461378216743469
"DE71B",0.134898032767847,5055.22052556818,257.845231178345,0.550373250787908
"DE71C",0.137993771101166,5472.74322916667,2217.3524677921,0.547501436869303
"DE71D",0.201659787019803,4804.45096982759,708.331506452637,0.0663989371266858
"DE71E",0.59879525533388,7071.42325367647,449.753600274056,0.517104990342084
"DE721",0.463433929116054,6607.25669642857,427.126687929136,0.215311629431588
"DE722",0.133565100196978,6639.39914772727,369.182598996009,0.049110983357285
"DE723",0.338534790807688,5716.36458333333,370.333691354199,0.0307617143348411
"DE724",0.314277642334006,7222.71918402778,231.906268040494,0.067314346631368
"DE725",0.282212259988712,7800.98511904762,148.511426881668,0.309340613228934
"DE731",0.674456278879151,10931.734375,3191.77020701147,0.359735449155172
"DE732",0.253513861992387,10522.6109375,193.400328583964,0.387900328636169
"DE733",0.324887800507285,10133.7132352941,165.022281605019,0.359735432793112
"DE734",0.477652366556358,11134.0289634146,401.21458202228,0.359735442370903
"DE735",0.477942664287159,10691.3603723404,185.088636559964,0.345736564473903
"DE736",0.298838883158012,14529.8171296296,141.032208874544,0.311820701316551
"DE737",0.368899522748059,10737.6638257576,160.194144752308,0.359735431093158
"DE803",0.822242257189861,10972.9886363636,1499.4218607249,0.277523159980774
"DE804",0.920115644637412,15891.2756696429,1029.66200910042,0.0593389017241342
"DE80J",0.481617866983674,26438.0767857143,63.2897245959833,0.292384447370257
"DE80K",0.575226752131429,21657.6705729167,113.862260105548,0.284935214302757
"DE80L",0.507771123815727,15432.5513157895,81.690322153498,0.213829803466797
"DE80M",0.67123151687715,17872.9139344262,144.668108225294,0.185860076040592
"DE80N",0.51263023229588,25445.3886363636,86.9711322960686,0.262243791060014
"DE80O",0.478104078044608,26104.890625,85.7034662231323,0.118460178375244
"DE911",0.95,5430.1328125,1614.94535518543,0.359735435909695
"DE912",0.95,12092.0546875,958.725418047137,0.359735449155172
"DE913",0.850505940718122,5835.50244140625,734.21760958486,0.359735429286957
"DE914",0.338702203165694,11996.3058510638,218.295252176667,0.340561197159138
"DE916",0.425003965433498,7149.22931985294,218.105643210504,0.382847589604995
"DE917",0.95,12452.5983796296,302.060429371265,0.400481330023872
"DE918",0.479489110946569,8635.36148648649,152.925188771755,0.359735437341638
"DE91A",0.95,20581.171875,521.095492134671,0.359735417366028
"DE91B",0.95,10098.0769230769,405.925556513282,0.383914323953482
"DE91C",0.488727582203199,5990.36951754386,261.98690278933,0.376278927451686
"DE922",0.665425522859185,63303.5789473684,372.1633389919,0.359930875008566
"DE923",0.638484236010462,30817.9639423077,292.390456265918,0.359735415532039
"DE925",0.794555817400674,34477.5625,344.649622757727,0.359735438698217
"DE926",0.563812165923355,22213.3035714286,249.352721505301,0.359735420772008
"DE927",0.808844813797207,38837.2336956522,150.250783196953,0.359735447427501
"DE928",0.775538296875382,30463.7644230769,410.028739340347,0.359735415532039
"DE929",0.517688837231266,34946.8423076923,547.373479711282,0.359735459547776
"DE931",0.168810913536126,17478.3023255814,134.920764475196,0.338777542114258
"DE932",0.239958035312906,33205.74609375,177.542811468705,0.100668421962805
"DE933",0.33446267262155,12167.6785714286,430.304508668012,0.157600635435523
"DE934",0.452350798158056,28986.875,70.731256748935,0.0593388855457306
"DE935",0.360933587546805,19814.7669270833,190.433376661055,0.0718554258346558
"DE936",0.222066352739518,43728.455,692.386367159255,0.291170768737793
"DE937",0.394104291850277,35101.5668103448,106.517502763241,0.29861437041184
"DE938",0.280133719944783,18570.8068181818,97.3084489311107,0.321960310502486
"DE939",0.426060589812088,25976.4261363636,277.325911481528,0.305817528774864
"DE93A",0.219346704467082,18641.1800595238,94.3805454162756,0.0879480895541963
